"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","comparison"
"Gene_0079",58.179896342386,-2.03719947631995,1.26466276521059,-1.61086380682736,0.107209410124793,0.389527523453415,"basal_virgin_vs_basal_pregnant"
"Gene_0098",27.7883610386172,1.49051218379827,0.889220422681567,1.67620102482962,0.0936988235356822,0.389527523453415,"basal_virgin_vs_basal_pregnant"
"Gene_0099",49.261453372461,-1.98209711987573,1.19934603082502,-1.65264825074066,0.0984024720447296,0.389527523453415,"basal_virgin_vs_basal_pregnant"
"Gene_0111",46.9953411619637,-1.84502947472431,1.13931370660238,-1.61942181861964,0.105356535471664,0.389527523453415,"basal_virgin_vs_basal_pregnant"
"Gene_0112",28.1111863859472,-1.7288215174708,1.06861664743759,-1.61781263806464,0.105702981939443,0.389527523453415,"basal_virgin_vs_basal_pregnant"
"Gene_0086",57.246930895254,1.54158710146503,1.03761056813741,1.48570875124403,0.137356174867316,0.468198133595684,"basal_virgin_vs_basal_pregnant"
"Gene_0104",37.9324326600743,-1.83324294103501,1.23422093936541,-1.48534422206254,0.137452663073962,0.468198133595684,"basal_virgin_vs_basal_pregnant"
"Gene_0094",70.4887196940402,-1.66051956500084,1.16341876859159,-1.42727589568719,0.153500385635164,0.507016425279783,"basal_virgin_vs_basal_pregnant"
"Gene_0077",24.175215346297,-1.39231166600386,1.01046810224739,-1.37788779567332,0.168237933561611,0.539351022300459,"basal_virgin_vs_basal_pregnant"
"Gene_0024",36.8744161672917,1.31556764197249,1.04419260042966,1.25988983395512,0.207709106556223,0.580581888592942,"basal_virgin_vs_basal_pregnant"
"Gene_0038",27.6144713495215,1.11685644134384,0.932122567877876,1.19818624699382,0.230844518271622,0.580581888592942,"basal_virgin_vs_basal_pregnant"
"Gene_0041",20.552678452761,-1.24275425367125,1.06274979715417,-1.16937613820213,0.242252119359328,0.580581888592942,"basal_virgin_vs_basal_pregnant"
"Gene_0046",22.9425827408726,-1.09868696827312,0.920298545457801,-1.19383755814433,0.232541516830004,0.580581888592942,"basal_virgin_vs_basal_pregnant"
"Gene_0049",27.6367396578286,1.14322325393956,0.884738042728501,1.2921601634919,0.196301684244182,0.580581888592942,"basal_virgin_vs_basal_pregnant"
"Gene_0060",41.8463136232927,1.18802979146386,1.04670926427464,1.13501411711222,0.256369403470068,0.580581888592942,"basal_virgin_vs_basal_pregnant"
"Gene_0066",34.4413050354949,-1.30451352807606,1.14709786179015,-1.13722950022786,0.255442357683593,0.580581888592942,"basal_virgin_vs_basal_pregnant"
"Gene_0073",34.6067681929997,1.15795618377121,1.03943975487308,1.11401952671379,0.265270809707883,0.580581888592942,"basal_virgin_vs_basal_pregnant"
"Gene_0075",21.6834727557525,-1.1104211347214,0.945314878059663,-1.17465741891277,0.240131801430025,0.580581888592942,"basal_virgin_vs_basal_pregnant"
"Gene_0080",31.9651498245606,-1.2425716243272,1.0558209198465,-1.17687725349092,0.239244502206113,0.580581888592942,"basal_virgin_vs_basal_pregnant"
"Gene_0081",26.1918975722841,1.23322102705625,0.982640416255251,1.25500743370188,0.209476061413524,0.580581888592942,"basal_virgin_vs_basal_pregnant"
"Gene_0095",30.1513112808019,1.12584563094864,1.01194175527833,1.11255971509841,0.265897570185588,0.580581888592942,"basal_virgin_vs_basal_pregnant"
"Gene_0102",27.1295297953145,1.24446573312102,1.00386662928163,1.23967237959844,0.215096597217175,0.580581888592942,"basal_virgin_vs_basal_pregnant"
"Gene_0113",32.6664762607901,-2.94311153608528,2.32477471108536,-1.26597709535099,0.205521282671619,0.580581888592942,"basal_virgin_vs_basal_pregnant"
"Gene_0119",71.8412084865887,1.44344989838677,1.12648158648291,1.28137904401393,0.200060561176056,0.580581888592942,"basal_virgin_vs_basal_pregnant"
"Gene_0170",18.3926203948438,0.830688721030021,0.747309474509796,1.11157258052284,0.266321967244469,0.580581888592942,"basal_virgin_vs_basal_pregnant"
"Gene_0026",33.8276205981948,-1.18330342436938,1.10173164706496,-1.07403960621602,0.282804930664027,0.602134759727312,"basal_virgin_vs_basal_pregnant"
"Gene_0043",55.1820417071661,1.35270822980233,1.27115308431704,1.06415839798643,0.287256949594681,0.602134759727312,"basal_virgin_vs_basal_pregnant"
"Gene_0022",21.7500655220522,0.756603931130654,0.792696467155863,0.9544686553799,0.339846468209234,0.603180767514652,"basal_virgin_vs_basal_pregnant"
"Gene_0029",38.9690590238668,1.05728664675865,1.19300302660608,0.886239701978354,0.375488373804735,0.603180767514652,"basal_virgin_vs_basal_pregnant"
"Gene_0042",27.6360988317515,-0.990724851506215,1.10204262825806,-0.898989590876534,0.368658205092482,0.603180767514652,"basal_virgin_vs_basal_pregnant"
"Gene_0044",25.8978903321479,0.852538029393332,0.897788778083669,0.949597555911842,0.342316780837397,0.603180767514652,"basal_virgin_vs_basal_pregnant"
"Gene_0051",26.2890947394992,0.922717337324213,1.01608007619181,0.908114782431801,0.363817581155755,0.603180767514652,"basal_virgin_vs_basal_pregnant"
"Gene_0055",29.1864661066964,0.977303444730188,0.994010016781855,0.98319275281978,0.32551258093998,0.603180767514652,"basal_virgin_vs_basal_pregnant"
"Gene_0058",54.3667565184031,1.16661276029882,1.33318308587291,0.875058176675688,0.381542251999885,0.603180767514652,"basal_virgin_vs_basal_pregnant"
"Gene_0061",33.6420609933148,-1.02148314806483,1.07232423786694,-0.952587950540742,0.340798884692656,0.603180767514652,"basal_virgin_vs_basal_pregnant"
"Gene_0062",34.3436485143664,0.939351273145934,0.988457910732149,0.950319950851683,0.341949704501517,0.603180767514652,"basal_virgin_vs_basal_pregnant"
"Gene_0068",56.9304052837243,1.19272370321038,1.33675015655868,0.892256265958421,0.372255589847709,0.603180767514652,"basal_virgin_vs_basal_pregnant"
"Gene_0071",33.1499967954759,0.951504555246017,1.03689002368389,0.91765233873645,0.35880090738693,0.603180767514652,"basal_virgin_vs_basal_pregnant"
"Gene_0072",45.8201721617202,1.02250021989719,1.125627884607,0.908382098453597,0.363676380411951,0.603180767514652,"basal_virgin_vs_basal_pregnant"
"Gene_0078",37.6404481629959,0.972016983433897,1.03980565050498,0.934806406333569,0.349888077465254,0.603180767514652,"basal_virgin_vs_basal_pregnant"
"Gene_0106",46.0018362895826,1.10168368326997,1.18377043148503,0.930656531003158,0.352031262058744,0.603180767514652,"basal_virgin_vs_basal_pregnant"
"Gene_0116",23.5619487718201,-1.71357899076361,1.76171572232088,-0.972676220716327,0.330714247263154,0.603180767514652,"basal_virgin_vs_basal_pregnant"
"Gene_0874",18.0575165387963,-0.773131824479796,0.788853099182005,-0.980070719480584,0.327051211387101,0.603180767514652,"basal_virgin_vs_basal_pregnant"
"Gene_0966",18.2524745822322,-0.694732543140336,0.79440732186438,-0.874529380607773,0.381830027142303,0.603180767514652,"basal_virgin_vs_basal_pregnant"
"Gene_0028",19.9184980914659,-0.75166602433534,0.884597167115503,-0.849726917831283,0.395476929296859,0.609690844868184,"basal_virgin_vs_basal_pregnant"
"Gene_0067",37.4764913292029,0.926292384467757,1.10700848680175,0.836752739939604,0.402731567252379,0.609690844868184,"basal_virgin_vs_basal_pregnant"
"Gene_0114",38.6779512365592,0.887209951488127,1.04980287046433,0.845120523528107,0.398043550484968,0.609690844868184,"basal_virgin_vs_basal_pregnant"
"Gene_0045",21.3762936692761,0.793215812946641,0.963037200757435,0.823660614899166,0.410132424012136,0.61238950982634,"basal_virgin_vs_basal_pregnant"
"Gene_0115",27.674516397283,-0.84565883343285,1.05292139216513,-0.803154765137708,0.42188528716521,0.621425625689296,"basal_virgin_vs_basal_pregnant"
"Gene_0110",24.6390121963606,-0.687842623573869,0.878786024385825,-0.78271911988427,0.433792071886655,0.630444477808605,"basal_virgin_vs_basal_pregnant"
"Gene_0059",20.7618659453207,-0.690691463784433,0.919356938852069,-0.751276718101293,0.452486137766357,0.648960381796485,"basal_virgin_vs_basal_pregnant"
"Gene_0050",18.3242734962007,0.574537528235372,0.810708953154144,0.708685313021493,0.478519780996647,0.67738514452772,"basal_virgin_vs_basal_pregnant"
"Eef1a1",9032.29284795818,-0.213685268435643,0.333645571710959,-0.640455880591639,0.521876263473563,0.721251525336453,"basal_virgin_vs_basal_pregnant"
"Gene_0023",24.7296263437875,1.60129231446126,2.54963434019809,0.628047829924055,0.529972607575397,0.721251525336453,"basal_virgin_vs_basal_pregnant"
"Gene_0027",33.9524358836134,0.731833848541285,1.21390964569688,0.60287341083047,0.546592905577122,0.721251525336453,"basal_virgin_vs_basal_pregnant"
"Gene_0032",45.9892884529506,-0.760037258745979,1.27169625984464,-0.597656282199675,0.550069301694508,0.721251525336453,"basal_virgin_vs_basal_pregnant"
"Gene_0036",25.3672190870326,-0.509984338384573,0.911159510962401,-0.559709175230919,0.575677822974967,0.721251525336453,"basal_virgin_vs_basal_pregnant"
"Gene_0056",38.4372244817164,0.614636857911267,1.04935059619192,0.585730698721453,0.558056500952563,0.721251525336453,"basal_virgin_vs_basal_pregnant"
"Gene_0076",20.0405283524512,0.637991462598203,1.05725500241263,0.603441422497242,0.54621507300645,0.721251525336453,"basal_virgin_vs_basal_pregnant"
"Gene_0084",23.2682390269277,0.464340750507528,0.824327201789717,0.563296649072585,0.573232899535004,0.721251525336453,"basal_virgin_vs_basal_pregnant"
"Gene_0091",27.157889088207,0.674802618509329,1.06811202209416,0.631771391530917,0.527536270113325,0.721251525336453,"basal_virgin_vs_basal_pregnant"
"Gene_0092",46.3240258575619,0.617196263480674,1.09628678509538,0.56298796252203,0.573443080811318,0.721251525336453,"basal_virgin_vs_basal_pregnant"
"Gene_0054",32.3602140489019,0.549346066344069,1.00239110947977,0.548035653098692,0.583667422186373,0.722951693389939,"basal_virgin_vs_basal_pregnant"
"Gene_0107",34.9376013555553,-0.550393515449701,1.11876376602916,-0.491965803829364,0.622743518050282,0.762685881657087,"basal_virgin_vs_basal_pregnant"
"Gene_0020",26.0034769849522,-0.433782248946071,0.919616428585512,-0.471699107869662,0.637141574007212,0.771649239630957,"basal_virgin_vs_basal_pregnant"
"Gene_0085",63.6475829299448,0.610856567749196,1.32884467431258,0.459689969458014,0.645738770269,0.773467318234296,"basal_virgin_vs_basal_pregnant"
"Actb",9720.3078844569,0.149772798225776,0.343500330240432,0.436019371861863,0.662822674573277,0.779079923258279,"basal_virgin_vs_basal_pregnant"
"Gene_0040",35.7673328965451,0.449856056464849,1.03795439781506,0.433406378364807,0.664719567550642,0.779079923258279,"basal_virgin_vs_basal_pregnant"
"Gene_0090",34.4180657789511,0.435092049743988,1.0550739866779,0.412380605756339,0.680060476090739,0.788580764828622,"basal_virgin_vs_basal_pregnant"
"Gapdh",10276.6120063518,0.127731658627158,0.323917015393977,0.39433451333762,0.693334085383638,0.795509634808595,"basal_virgin_vs_basal_pregnant"
"Gene_0037",34.4588623212098,-0.368236037878266,1.10403041520933,-0.333537946786046,0.738728250260649,0.830117312148564,"basal_virgin_vs_basal_pregnant"
"Gene_0087",31.5104339542614,-0.367860487042935,1.08751348080895,-0.338258323721469,0.735168527375206,0.830117312148564,"basal_virgin_vs_basal_pregnant"
"Gene_0117",29.4051691741,-0.360093769310502,1.18618184459798,-0.303573833093479,0.761452589463484,0.846921757668569,"basal_virgin_vs_basal_pregnant"
"Gene_0261",19.3403871646655,-0.219928292017829,0.752277881347276,-0.292349805133116,0.770019182218408,0.847798897594005,"basal_virgin_vs_basal_pregnant"
"Gene_0035",37.9305114003954,0.248639104753078,1.10169080711003,0.225688644353229,0.821443590733186,0.876571948116745,"basal_virgin_vs_basal_pregnant"
"Gene_0047",20.6096744447143,0.177013304692082,0.77528492848578,0.228320322230189,0.819397226907296,0.876571948116745,"basal_virgin_vs_basal_pregnant"
"Gene_0057",39.6694311411784,0.250277876330063,1.1827931063805,0.211599031969289,0.832419864607644,0.876571948116745,"basal_virgin_vs_basal_pregnant"
"Gene_0103",23.6015212413288,-0.196211579317265,0.826283052726402,-0.237462911371407,0.812297688832242,0.876571948116745,"basal_virgin_vs_basal_pregnant"
"Gene_0958",17.9945335423666,-0.164212723030839,0.795030998851421,-0.206548830508593,0.836362225726069,0.876571948116745,"basal_virgin_vs_basal_pregnant"
"Gene_0063",19.2613149315863,0.0667661981523239,0.757472558796884,0.0881433886639676,0.929762711391554,0.963836614574048,"basal_virgin_vs_basal_pregnant"
"Gene_0088",28.4923016928385,0.0825756299088358,1.04987883235651,0.0786525333818667,0.937309001328891,0.963836614574048,"basal_virgin_vs_basal_pregnant"
"Gene_0021",31.4680140811077,0.0462692314290273,1.17173570747542,0.0394877711192376,0.968501503146809,0.971663218081112,"basal_virgin_vs_basal_pregnant"
"Gene_0031",21.9625177043312,-0.0921294955231668,2.31697475291941,-0.0397628396283053,0.968282202467659,0.971663218081112,"basal_virgin_vs_basal_pregnant"
"Gene_0105",28.0011353687687,-0.0364939858905394,1.02735255715989,-0.0355223585479039,0.971663218081112,0.971663218081112,"basal_virgin_vs_basal_pregnant"
"Trf",9.09784838511501,0.245393899025182,0.892796548213861,0.274859820544916,0.783423937150353,NA,"basal_virgin_vs_basal_pregnant"
"Brca1",17.8158640569999,-0.086250773333899,0.753511319570548,-0.114465132896817,0.90886908461117,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0010",11.8263018244457,0.350291247442547,0.802679032384423,0.436402638302359,0.662544625106383,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0011",11.8297330063775,0.486319199221118,0.905135956021747,0.537288565309667,0.591068302720285,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0012",12.9082579783442,0.396733990029923,0.799283467027143,0.496362062267517,0.619638986400588,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0013",10.9565400632498,0.120691881614447,0.900643620762328,0.134006258227078,0.893397625723994,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0014",12.9018978693108,-0.637569868035119,0.734850508464158,-0.867618462110945,0.385603236134055,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0015",12.513988782306,0.226352837792938,0.865442107043208,0.261545903476172,0.793671555162271,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0016",13.1204736385906,0.23687284888263,0.895375371112742,0.264551445711817,0.791355028372447,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0017",7.55883902576329,0.00977225103289257,1.16538270240024,0.00838544369396038,0.993309462349468,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0018",11.5557326076224,2.06105687157373,0.921813028679004,2.23587301052504,0.0253600906971085,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0019",8.91674757917852,0.714530978051411,0.866003363908585,0.825090303144408,0.409320324519515,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0030",16.2096345533707,-1.91209120300649,0.914277039949068,-2.09136959527389,0.0364949455380205,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0083",16.7905228591278,2.29593438906423,0.911814574992501,2.51798386649293,0.0118028727287733,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0096",16.5324993844074,-0.187252185146536,0.87984586652703,-0.212823850483797,0.831464359890644,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0097",14.6586795875095,0.734700957162364,0.790919628738302,0.928919868045733,0.352930615667307,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0101",16.5665448380225,2.18247782834351,0.831389892054693,2.62509545665722,0.00866246781467014,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0109",15.3139372813663,-0.83988691476302,0.756939454924173,-1.10958268762349,0.267178894851132,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0118",17.1315632440101,-1.63227353763409,0.946969763636347,-1.7236807343945,0.0847654948335208,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0120",12.7167483645459,-0.227986567524367,0.788402590675146,-0.289175315024183,0.772447221019202,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0121",7.97296478479603,-1.03425839853547,0.990642214201104,-1.04402819071216,0.296472347063524,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0122",10.9485640061797,0.146425920112369,0.812713315705263,0.180169215002098,0.857019725790467,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0123",11.9325353024375,-1.06943922637506,0.808074982954682,-1.32344058278443,0.185688903376336,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0124",12.7460460349281,-0.211865183010773,0.785900195267187,-0.26958280998867,0.787481226511725,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0125",8.82130282752696,0.115731565313654,0.934430631440528,0.123852495219727,0.901432066572722,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0126",10.4521929967246,0.0333365960082568,0.979167827177928,0.034045844933791,0.972840592902492,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0127",5.70325485922426,-0.2381840823399,1.17461815830125,-0.202775753683534,0.839310309982208,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0128",12.9966550327693,0.0378348905485211,0.805402097165411,0.046976399343483,0.962532037353131,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0129",13.733351895644,0.0676580890864503,0.808138349540237,0.0837209236821172,0.933278320855029,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0130",8.34158527599337,-0.549821584978156,0.990545122083538,-0.555069701238493,0.578846986029302,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0131",10.3513934424501,0.747079996482597,0.837501812853963,0.892033885797531,0.372374769922456,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0132",13.4869558883106,0.0334123197251026,0.888496643539386,0.0376054540757772,0.97000225927592,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0133",9.06044145822814,-0.97905309692668,1.04509369435496,-0.936808921740703,0.34885685523668,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0134",12.2021492754614,-0.690883060985501,0.759351784382269,-0.909832669383312,0.362910762667584,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0135",11.2948611848193,-0.653028874568751,0.860978778907617,-0.758472671530062,0.44816806725733,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0136",12.7639581229907,-1.05207767275037,0.86644922041883,-1.21424042858716,0.224655926403458,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0137",6.52072774143223,0.2043408015933,0.998033978640727,0.204743331355915,0.837772663951678,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0138",10.7773748132171,0.10200041117151,0.823949288358556,0.123794525479489,0.901477966506335,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0139",10.6622601878988,-1.14169537192938,0.853654056856239,-1.33742159691001,0.181085058708125,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0140",14.0141828622924,-1.25187457704465,0.766266229384338,-1.63373319746908,0.102314884527604,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0141",9.99791253629465,-0.438487979913672,0.824273284418204,-0.531969176003526,0.594747344364015,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0142",13.2937474308985,0.0336485076908817,0.776366156054333,0.0433410284934251,0.96542968592529,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0143",12.4836317571269,-0.21837612927679,0.829348275245505,-0.263310524414059,0.792311248523445,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0144",11.6743067658922,-0.758102890781983,0.893023394414178,-0.848917167818763,0.395927385226596,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0145",10.6557681399694,-0.504203702993167,0.83358447768615,-0.604862154334648,0.545270591318641,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0146",7.9669804605455,0.621179377732167,0.913545419373642,0.679965510809598,0.496526299229367,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0147",13.1972398144472,1.55624513946255,0.773536037173467,2.01185861378759,0.0442348431433413,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0148",9.95047885161989,0.0328867006942524,0.931189282611534,0.0353168805830981,0.97182706296853,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0149",10.2137872546653,-0.265729089775379,0.983712486124295,-0.270128816624376,0.787061153436477,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0150",13.2534945440426,0.150784277164207,0.793496036787071,0.19002524294229,0.849289349906808,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0151",9.9221391120878,0.228058277037458,0.973548297917589,0.234254712914883,0.814787241651828,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0152",11.2993120896342,0.757039936599994,0.808574485647963,0.936264932962025,0.349136798389498,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0153",10.9682027391957,0.681056589528462,0.952604117225399,0.714941891614053,0.474644950087518,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0154",10.3785028639471,-0.873252606774091,0.895550618295921,-0.975101338700141,0.32950999465366,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0155",12.6321008803107,-0.331003161651003,0.738231448207929,-0.448373152423294,0.653883914375512,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0156",9.17908007612114,1.43090462444675,0.872771492730291,1.63949514433664,0.101110181107174,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0157",9.15789297148226,0.968976248894746,0.912271466494488,1.06215779456323,0.288164056423596,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0158",10.4599917036445,0.405534883063659,0.812100461313129,0.499365413988225,0.617521979780915,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0159",10.1485348258778,-0.809489442519062,0.851425359305981,-0.95074622064217,0.341733218793846,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0160",12.2145016472692,0.402823721363749,0.840655625079445,0.47917804787862,0.631811969709665,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0162",13.088497880868,0.428800817955472,0.780727596229931,0.549232305897877,0.582846036653795,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0163",17.2939529823033,-0.143896060925208,0.822126691120436,-0.17502905875626,0.861056800433845,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0164",14.7085699503263,-1.07461564977456,0.808171889768068,-1.32968699280416,0.183621422200929,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0165",14.8557468367602,0.18321129845684,0.796619911217286,0.229985838763283,0.818102773824445,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0166",13.6941122986633,0.462382028071745,1.76843682854038,0.261463695286974,0.793734942948042,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0167",9.34649107489622,-0.257806950919032,0.889209965702008,-0.289928094446738,0.77187124801942,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0168",13.4357304640396,0.794736683302736,0.889963782641206,0.892998904903907,0.371857759113184,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0169",5.27337160606949,-0.492288375443075,1.30338329920375,-0.377700386174826,0.705653180890963,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0171",17.7179963769264,0.38712477783426,0.820818873181484,0.471632403302045,0.637189193766458,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0172",12.3819610149404,-0.092416153792209,0.890815422881778,-0.103743324844157,0.917373043878221,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0173",10.9492861216837,-1.0169598915919,0.844646807618288,-1.20400607972401,0.22858722868404,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0174",10.4512030790169,-1.25226737745721,0.870083192601799,-1.43925016378327,0.150079657232809,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0175",11.5293067158607,-0.831119537113721,0.842931927118171,-0.985986543367939,0.324139716288848,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0176",7.83064964523845,0.980165507683371,0.954429630720456,1.02696466678585,0.304437102023698,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0177",11.1408633401904,1.53818471637885,0.887254235057232,1.73364595580615,0.0829809211280313,NA,"basal_virgin_vs_basal_pregnant"
"Gene_0178",11.7964879902087,0.796008531438149,0.842901754693103,0.944366917029343,0.344982181208696,NA,"basal_virgin_vs_basal_pregnant"
